nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Laura Pereira,2,Antonio Prado,7.22,5.53,6,2.24,False
Heloisa Santos,3,Pedro II,5.87,6.68,15,8.26,False
Gael Alves,3,Pedro II,2.32,1.51,14,9.33,False
Heloisa Gomes,1,Francisto Chagas,8.46,1.96,21,3.75,False
Samuel Santos,3,Gabriel Gomes,9.33,4.48,7,8.22,True
Maria Alves,1,Antonio Prado,0.47,8.3,20,6.64,True
Alice Rodrigues,3,Carlos Santos,2.12,2.08,8,2.8,False
Alice Martins,1,Antonio Prado,3.67,1.84,28,1.5,False
Heitor Ribeiro,3,Pedro II,7.11,5.31,15,3.22,True
Laura Ribeiro,3,Francisto Chagas,8.36,0.87,23,5.49,True
Heitor Pereira,2,Gabriel Gomes,6.73,7.56,30,0,False
Bernardo Oliveira,2,Carlos Santos,5.02,3.29,22,8.73,False
Alice Ribeiro,1,Pedro I,2.53,7.42,1,5.42,True
Davi Martins,1,Pedro II,8.05,3.21,10,5.87,False
Sophia Silva,1,Pedro II,2.71,5.87,19,5.26,False
Heitor Gomes,2,Francisto Chagas,9.6,5.92,1,0,True
Maria Alves,2,Antonio Prado,0.9,4.56,28,8.68,False
Bernardo Ribeiro,3,Carlos Santos,0.52,6.43,21,2.54,True
Theo Martins,1,Pedro II,1.66,8.08,30,4.15,True
Laura Santos,2,Francisto Chagas,7.22,0.4,15,8.52,False
Alice Martins,3,Francisto Chagas,2.95,7.6,26,1.76,True
Sophia Ferreira,3,Pedro II,5.05,9.85,23,0,False
Heitor Oliveira,1,Francisto Chagas,8.35,3.4,25,2.07,True
Heitor Ferreira,3,Francisto Chagas,1.53,5.38,16,5.2,False
Gael Maia,1,Gabriel Gomes,6.43,6.04,16,0.77,False
Theo Oliveira,3,Gabriel Gomes,0.88,7.99,11,4.14,True
Maria Soares,2,Antonio Prado,9.65,8.75,1,0,False
Davi Souza,1,Antonio Prado,1.74,4.84,30,4.53,False
Valentina Martins,3,Pedro I,8.1,0.97,20,7.51,False
Theo Soares,3,Antonio Prado,7.08,7.6,23,0,True
Gabriel Alves,3,Gabriel Gomes,6.31,0.6,26,7.99,False
Davi Maia,3,Gabriel Gomes,5.48,5.79,23,1.18,True
Alice Pereira,2,Pedro I,1.81,0.72,14,3.44,False
Theo Souza,1,Carlos Santos,6.06,5.38,12,8.32,True
Maria Martins,3,Antonio Prado,9.8,1.97,10,6.13,False
Heloisa Martins,1,Pedro II,5.85,1.22,22,7.68,False
Heitor Silva,3,Pedro II,7.11,6.07,14,7.83,True
Heloisa Alves,3,Gabriel Gomes,8.2,4.27,29,8.0,False
Bernardo Soares,2,Pedro I,0.07,4.28,13,6.59,True
Maria Martins,1,Antonio Prado,3.2,1.63,27,0.01,False
Bernardo Soares,3,Carlos Santos,5.22,5.93,11,4.94,True
Miguel Alves,2,Francisto Chagas,1.67,9.8,11,3.45,True
Heloisa Gomes,3,Pedro I,5.12,0.04,5,8.88,False
Miguel Pereira,3,Pedro I,8.12,7.05,18,0,True
Helena Alves,2,Francisto Chagas,0.8,9.82,13,9.27,False
Samuel Santos,2,Pedro I,5.41,3.21,24,4.81,False
Sophia Ferreira,2,Gabriel Gomes,9.97,3.11,2,0.71,True
Helena Martins,1,Pedro II,6.26,6.32,10,7.25,False
Samuel Ribeiro,1,Pedro I,4.54,6.82,13,7.78,False
Miguel Gomes,3,Antonio Prado,6.81,6.66,15,9.92,False
Heitor Souza,3,Antonio Prado,9.89,9.47,30,0,False
Maria Soares,2,Gabriel Gomes,2.91,2.55,17,7.91,False
Gabriel Rodrigues,1,Pedro I,4.17,7.9,0,2.75,False
Laura Ferreira,1,Gabriel Gomes,1.45,5.85,22,3.28,False
Alice Alves,3,Antonio Prado,9.42,4.05,9,0.38,True
Gael Alves,2,Pedro I,8.37,9.93,20,0,True
Heloisa Pereira,2,Pedro II,6.24,0.15,3,3.61,True
Samuel Maia,2,Gabriel Gomes,9.15,9.62,14,0,True
Sophia Rodrigues,3,Antonio Prado,0.82,7.23,13,6.41,True
Heloisa Maia,1,Carlos Santos,5.56,2.49,20,5.93,False
Heitor Alves,1,Antonio Prado,1.45,5.43,16,7.39,True
Maria Soares,2,Pedro II,4.4,2.62,24,8.27,False
Maria Oliveira,1,Antonio Prado,6.35,2.31,20,8.59,True
Alice Pereira,1,Pedro I,5.23,1.63,20,6.71,False
Sophia Maia,2,Gabriel Gomes,7.42,2.55,13,3.01,False
Davi Soares,2,Gabriel Gomes,0.27,6.95,18,7.05,False
Miguel Alves,3,Carlos Santos,6.19,9.38,22,0,False
Heloisa Pereira,1,Francisto Chagas,2.38,0.09,25,9.4,True
Arthur Pereira,2,Pedro I,9.31,8.43,7,0,False
Theo Oliveira,3,Francisto Chagas,5.96,8.37,5,0,True
Heloisa Soares,3,Antonio Prado,2.06,2.4,26,1.19,True
Alice Alves,1,Carlos Santos,8.53,7.78,19,0,False
Arthur Ribeiro,2,Francisto Chagas,2.93,2.3,24,4.93,False
Davi Santos,1,Pedro I,7.94,7.66,21,0,True
Heloisa Maia,1,Antonio Prado,8.74,0.89,1,4.22,False
Theo Pereira,2,Pedro II,0.88,9.55,15,0.75,True
Heloisa Souza,2,Pedro II,7.61,2.93,11,6.65,True
Alice Alves,3,Carlos Santos,9.54,6.69,13,0,False
Gael Rodrigues,3,Carlos Santos,4.22,2.73,8,2.15,True
Gabriel Soares,2,Antonio Prado,0.97,5.82,24,7.45,True
Theo Souza,3,Francisto Chagas,4.8,0.97,21,1.76,True
Heitor Gomes,3,Pedro II,2.18,5.03,24,5.33,True
Theo Gomes,3,Pedro I,7.03,0.72,8,4.08,False
Samuel Silva,3,Pedro II,3.18,2.87,16,3.12,True
Valentina Rodrigues,3,Pedro II,5.8,9.47,19,0,False
Heitor Alves,2,Antonio Prado,2.63,3.14,2,1.59,True
Gael Martins,3,Antonio Prado,8.02,8.57,24,0,False
Heitor Gomes,3,Gabriel Gomes,4.06,9.72,30,9.65,True
Gabriel Pereira,2,Gabriel Gomes,5.66,3.12,28,4.84,False
Theo Souza,3,Antonio Prado,6.72,1.98,14,0.34,False
Gael Pereira,1,Pedro II,7.17,3.2,14,3.6,True
Laura Souza,2,Carlos Santos,6.52,4.02,10,7.12,True
Valentina Gomes,3,Pedro II,2.86,7.62,2,6.84,True
Laura Ribeiro,1,Antonio Prado,6.27,4.77,29,9.21,False
Heloisa Soares,1,Pedro I,3.76,1.83,27,7.31,False
Helena Alves,1,Gabriel Gomes,7.99,8.27,16,0,True
Sophia Ribeiro,3,Gabriel Gomes,7.41,5.38,18,4.1,False
Alice Santos,1,Francisto Chagas,4.99,0.44,5,7.84,False
Heitor Alves,2,Pedro II,8.17,5.08,26,4.93,True
Gabriel Pereira,3,Pedro I,2.25,0.69,19,1.89,True
Gael Alves,1,Carlos Santos,0.02,1.56,14,7.57,True
Maria Alves,3,Pedro II,5.1,5.59,11,6.55,False
Samuel Rodrigues,2,Carlos Santos,1.8,7.58,21,2.61,False
Gael Pereira,1,Pedro II,5.39,1.1,7,9.18,False
Valentina Ferreira,2,Gabriel Gomes,0.84,5.01,16,0.41,False
Laura Maia,2,Carlos Santos,6.49,1.28,5,2.61,False
Arthur Ferreira,2,Carlos Santos,1.19,1.58,7,1.81,False
Maria Pereira,1,Carlos Santos,1.54,4.44,28,3.81,False
Laura Pereira,2,Carlos Santos,1.31,0.5,14,2.91,True
Maria Maia,3,Pedro II,2.08,5.54,27,0.74,True
Laura Pereira,1,Francisto Chagas,5.97,5.18,3,8.67,False
Sophia Pereira,1,Pedro II,4.25,9.58,12,3.46,False
Helena Ferreira,3,Carlos Santos,7.54,5.66,12,0.22,True
Heloisa Rodrigues,2,Pedro II,5.15,4.6,17,3.93,True
Arthur Silva,3,Gabriel Gomes,0.63,4.0,29,7.45,True
Theo Alves,2,Gabriel Gomes,3.77,3.27,26,8.6,False
Bernardo Oliveira,3,Carlos Santos,8.03,5.35,8,9.75,True
Heloisa Ribeiro,3,Pedro I,4.46,8.06,29,0.2,False
Gabriel Rodrigues,2,Francisto Chagas,0.48,3.77,12,8.46,True
Sophia Soares,3,Pedro II,1.99,5.49,9,3.53,False
Gabriel Alves,1,Antonio Prado,1.64,9.52,30,5.13,False
Davi Gomes,2,Antonio Prado,5.21,8.13,28,9.49,True
Heloisa Alves,2,Carlos Santos,8.15,4.18,13,7.55,False
Sophia Santos,1,Pedro I,5.51,9.99,16,0,True
Heitor Alves,1,Carlos Santos,3.94,0.29,25,3.56,True
Valentina Pereira,2,Pedro II,3.63,0.48,26,8.79,False
Miguel Maia,3,Antonio Prado,3.41,4.21,13,7.48,False
Valentina Silva,2,Pedro II,7.23,1.19,2,4.88,False
Miguel Maia,3,Francisto Chagas,9.67,4.53,14,0,True
Davi Oliveira,3,Pedro I,6.25,1.93,19,1.14,False
Heloisa Alves,1,Pedro II,1.43,7.94,12,9.92,True
Theo Ferreira,3,Francisto Chagas,1.5,3.19,28,7.27,False
Theo Gomes,1,Carlos Santos,1.46,6.84,12,3.1,False
Gabriel Rodrigues,3,Gabriel Gomes,5.5,1.15,11,8.14,False
Maria Santos,3,Carlos Santos,0.14,7.47,21,1.01,True
Sophia Oliveira,1,Pedro II,7.27,0.35,27,0.48,True
Helena Oliveira,1,Francisto Chagas,9.53,8.68,26,0,True
Alice Souza,2,Francisto Chagas,8.54,3.85,13,2.83,False
Bernardo Souza,1,Carlos Santos,1.79,5.22,10,4.33,True
Samuel Oliveira,2,Carlos Santos,9.51,1.27,15,8.99,True
Heitor Alves,1,Pedro II,5.7,7.13,6,8.95,True
Theo Souza,2,Francisto Chagas,6.81,6.65,21,8.44,False
Alice Santos,3,Gabriel Gomes,1.9,7.55,6,4.1,True
Arthur Alves,1,Antonio Prado,9.8,1.81,7,7.23,False
Arthur Alves,1,Francisto Chagas,1.22,9.49,11,1.2,True
Heitor Oliveira,3,Pedro I,9.87,1.23,11,8.41,True
Alice Soares,2,Antonio Prado,2.16,8.08,24,7.81,False
Gabriel Ferreira,1,Antonio Prado,3.17,8.49,7,2.6,False
Maria Soares,3,Carlos Santos,8.83,0.01,9,1.08,False
Heloisa Soares,3,Pedro I,6.98,1.1,10,0.1,True
Gael Alves,2,Pedro II,9.55,0.32,27,0.18,False
Samuel Alves,1,Francisto Chagas,1.55,7.19,8,8.37,False
Miguel Gomes,2,Pedro II,5.39,6.94,7,8.1,True
Alice Souza,1,Antonio Prado,8.02,3.2,23,5.16,True
Helena Alves,1,Pedro I,2.47,9.47,9,2.53,False
Heloisa Pereira,3,Carlos Santos,0.2,8.73,18,6.77,True
Heitor Alves,2,Pedro I,9.23,9.1,15,0,False
Heloisa Alves,1,Francisto Chagas,5.87,8.35,3,0,True
Heloisa Oliveira,3,Francisto Chagas,8.73,3.26,17,4.7,True
Miguel Pereira,1,Carlos Santos,0.79,1.47,10,3.69,False
Davi Rodrigues,2,Carlos Santos,2.83,6.81,10,4.99,False
Gabriel Pereira,1,Pedro I,5.93,0.24,21,5.38,False
Gabriel Ferreira,3,Francisto Chagas,7.27,5.66,5,0.86,True
Laura Pereira,2,Pedro I,7.51,6.63,28,0,True
Heloisa Silva,1,Gabriel Gomes,6.74,9.95,22,0,False
Davi Santos,2,Francisto Chagas,5.21,6.95,1,5.13,False
Theo Rodrigues,1,Pedro II,2.16,0.55,7,8.75,True
Heloisa Alves,2,Antonio Prado,4.99,5.32,17,9.58,False
Theo Ferreira,1,Carlos Santos,3.95,6.29,30,7.3,True
Miguel Martins,2,Pedro I,5.78,2.8,10,3.22,True
Heitor Ferreira,3,Francisto Chagas,1.77,1.55,7,2.33,True
Samuel Rodrigues,1,Gabriel Gomes,5.06,5.3,4,5.56,False
Sophia Rodrigues,1,Gabriel Gomes,0.2,8.51,3,0.88,True
Miguel Martins,2,Pedro II,9.12,8.63,8,0,True
Helena Pereira,1,Francisto Chagas,9.18,9.89,2,0,True
Bernardo Pereira,2,Antonio Prado,4.4,8.55,27,3.38,True
Davi Martins,3,Pedro I,5.0,9.49,1,0,True
Alice Soares,2,Gabriel Gomes,2.07,4.04,9,0.75,False
Laura Souza,3,Francisto Chagas,1.0,5.99,13,8.15,True
Alice Oliveira,1,Pedro II,5.74,7.58,0,0.67,False
Alice Maia,2,Antonio Prado,4.59,0.98,13,8.99,False
Sophia Oliveira,2,Pedro I,7.05,7.87,29,0,False
Valentina Souza,2,Gabriel Gomes,9.93,5.22,19,0,False
Theo Gomes,2,Francisto Chagas,7.84,3.43,11,4.37,True
Miguel Alves,3,Gabriel Gomes,4.99,0.28,27,7.36,False
Heitor Soares,3,Pedro I,2.84,0.9,27,9.09,True
Maria Gomes,2,Antonio Prado,5.25,4.45,27,8.2,True
Miguel Maia,2,Pedro I,4.98,5.07,26,8.46,False
Bernardo Alves,2,Francisto Chagas,3.01,2.28,8,5.54,True
Miguel Alves,1,Pedro II,8.33,5.77,1,0,False
Laura Santos,2,Francisto Chagas,0.62,1.29,15,5.21,True
Theo Rodrigues,3,Gabriel Gomes,2.16,2.05,13,8.52,True
Heloisa Maia,3,Pedro II,1.41,3.28,13,5.45,False
Heloisa Ferreira,2,Carlos Santos,4.19,7.31,10,5.42,False
Heitor Alves,3,Pedro I,2.99,0.53,26,2.4,True
Arthur Alves,1,Francisto Chagas,4.94,5.86,5,7.12,False
Helena Gomes,1,Carlos Santos,8.0,6.81,14,0,True
Davi Martins,2,Gabriel Gomes,1.52,5.19,13,2.18,True
Helena Pereira,2,Pedro I,6.88,1.87,20,0.65,True
Valentina Ribeiro,3,Gabriel Gomes,7.76,8.37,24,0,False
Laura Martins,3,Pedro II,7.74,5.54,10,4.88,False
Arthur Ferreira,3,Pedro I,7.9,4.5,26,7.95,False
Laura Gomes,2,Gabriel Gomes,3.83,5.54,24,4.83,True
Theo Souza,2,Carlos Santos,5.66,7.64,21,7.25,False
Gael Alves,2,Francisto Chagas,1.46,1.22,15,2.36,False
Sophia Maia,3,Pedro II,8.69,4.52,10,4.34,True
Heloisa Soares,1,Pedro II,1.76,2.8,29,8.34,True
Miguel Soares,1,Francisto Chagas,7.13,5.31,8,8.16,False
Arthur Maia,3,Gabriel Gomes,0.03,6.84,23,5.05,False
Gael Souza,2,Gabriel Gomes,4.8,9.81,15,0,False
Maria Gomes,3,Pedro II,8.28,7.33,13,0,False
Helena Alves,3,Pedro I,7.1,1.54,17,5.21,True
Heloisa Alves,1,Pedro II,9.7,9.04,1,0,True
Gael Oliveira,1,Antonio Prado,7.14,9.57,30,0,False
Bernardo Rodrigues,1,Pedro II,0.02,5.11,2,8.39,False
Maria Alves,2,Carlos Santos,8.45,6.34,20,0,True
Heloisa Oliveira,2,Gabriel Gomes,4.02,9.94,2,9.75,False
Valentina Rodrigues,3,Gabriel Gomes,7.61,2.13,1,0.53,False
Valentina Santos,1,Gabriel Gomes,3.67,7.21,11,2.2,True
Bernardo Ferreira,3,Francisto Chagas,3.83,3.65,27,1.01,True
Alice Alves,2,Carlos Santos,4.39,4.81,22,7.45,True
Theo Gomes,2,Pedro I,7.83,3.13,24,6.15,True
Bernardo Ribeiro,3,Antonio Prado,2.84,3.94,1,3.58,False
Davi Pereira,3,Francisto Chagas,6.71,6.33,10,5.99,True
Laura Silva,3,Pedro II,2.7,8.91,26,5.58,True
Bernardo Pereira,1,Francisto Chagas,1.79,3.96,21,8.23,True
Davi Oliveira,3,Pedro I,1.76,4.9,18,0.55,False
Davi Rodrigues,2,Pedro II,1.3,7.4,2,1.58,False
Heloisa Martins,2,Carlos Santos,7.91,6.91,3,0,False
Laura Souza,2,Pedro I,8.95,3.57,22,1.55,False
Miguel Soares,1,Pedro I,7.06,2.45,4,1.31,True
Sophia Ribeiro,2,Carlos Santos,5.38,7.66,17,7.5,True
Miguel Ferreira,3,Antonio Prado,6.79,3.62,9,4.24,False
Bernardo Maia,2,Carlos Santos,0.7,9.02,5,7.93,False
Maria Ribeiro,1,Pedro I,3.21,8.29,24,8.79,False
Samuel Ribeiro,2,Gabriel Gomes,7.17,8.4,11,0,True
Heloisa Santos,1,Gabriel Gomes,9.03,4.45,9,4.96,False
Gabriel Maia,3,Carlos Santos,7.46,8.03,10,0,False
Alice Rodrigues,2,Pedro II,8.8,5.46,18,0,True
Heitor Alves,1,Gabriel Gomes,7.58,3.08,21,7.98,True
Heitor Santos,3,Francisto Chagas,9.65,5.68,2,0,False
Gabriel Soares,2,Carlos Santos,5.41,4.9,6,6.24,True
Arthur Oliveira,2,Gabriel Gomes,5.54,9.37,28,0,True
Heitor Gomes,3,Pedro II,4.61,5.83,30,6.7,True
Gael Oliveira,3,Pedro I,8.05,3.64,17,9.59,True
Bernardo Alves,2,Carlos Santos,3.9,8.97,18,5.6,True
Theo Pereira,2,Carlos Santos,8.85,7.89,1,0,True
Maria Silva,2,Francisto Chagas,9.34,8.19,1,0,True
Miguel Soares,3,Gabriel Gomes,4.04,1.05,7,6.04,False
Helena Rodrigues,3,Gabriel Gomes,3.32,7.71,28,2.14,True
Heitor Pereira,1,Pedro I,7.23,6.26,4,2.31,True
Theo Gomes,1,Gabriel Gomes,2.82,2.81,27,6.39,True
Heloisa Rodrigues,3,Gabriel Gomes,2.09,5.68,15,2.94,False
Gabriel Alves,1,Gabriel Gomes,8.2,8.03,25,0,False
Gabriel Pereira,2,Pedro I,7.22,4.24,25,1.56,True
Sophia Gomes,2,Antonio Prado,6.79,8.39,9,0,True
Helena Ferreira,3,Pedro II,0.34,8.87,12,9.12,True
Alice Alves,1,Pedro I,0.29,5.7,14,4.11,True
Arthur Soares,1,Francisto Chagas,5.97,4.72,14,1.43,True
Miguel Pereira,1,Carlos Santos,8.03,2.48,23,8.55,True
Arthur Soares,2,Gabriel Gomes,3.11,0.97,26,2.92,False
Gael Soares,3,Carlos Santos,4.97,7.54,24,3.33,False
Alice Oliveira,2,Francisto Chagas,8.79,2.8,30,1.86,False
Theo Soares,3,Antonio Prado,8.56,4.8,18,8.32,True
Heloisa Ribeiro,2,Francisto Chagas,9.91,2.91,13,0.19,False
Gabriel Oliveira,3,Francisto Chagas,0.66,9.7,17,1.37,False
Miguel Pereira,3,Francisto Chagas,0.85,4.83,18,4.37,True
Heitor Soares,2,Antonio Prado,7.72,7.82,12,0,False
Gael Rodrigues,1,Carlos Santos,0.96,4.33,5,8.43,False
Helena Maia,3,Pedro II,3.01,9.2,8,2.48,False
Sophia Alves,2,Gabriel Gomes,0.44,4.49,8,7.22,True
Davi Alves,2,Gabriel Gomes,4.69,7.59,28,6.13,False
Arthur Soares,3,Pedro I,9.19,5.34,26,0,True
Valentina Gomes,3,Pedro I,8.78,0.42,7,5.83,True
Alice Ferreira,3,Carlos Santos,2.91,3.11,25,5.81,True
Alice Santos,2,Carlos Santos,9.18,5.84,10,0,True
Laura Alves,1,Gabriel Gomes,5.99,7.54,29,4.3,False
Laura Ferreira,2,Pedro II,5.72,7.95,8,5.67,True
Davi Alves,3,Antonio Prado,1.73,7.71,16,7.23,False
Alice Maia,1,Carlos Santos,7.56,8.7,0,0,True
Heitor Alves,3,Francisto Chagas,0.09,7.39,22,9.66,True
Miguel Soares,1,Gabriel Gomes,7.45,9.67,19,0,False
Helena Silva,3,Pedro I,0.06,3.92,25,6.19,True
Sophia Ferreira,2,Francisto Chagas,1.01,0.07,28,0.58,False
Samuel Maia,3,Antonio Prado,7.59,5.34,14,7.58,False
Alice Rodrigues,3,Antonio Prado,8.71,6.64,3,0,True
Heitor Pereira,2,Pedro I,2.59,6.34,12,9.76,True
Arthur Alves,3,Francisto Chagas,5.81,0.61,13,9.25,False
Valentina Maia,3,Pedro I,6.74,9.77,3,0,True
Davi Martins,1,Carlos Santos,3.43,6.88,19,7.77,False
Gael Pereira,3,Antonio Prado,5.5,7.56,24,7.53,False
Bernardo Gomes,1,Gabriel Gomes,2.69,5.29,16,5.23,True
Gael Martins,1,Pedro I,3.92,3.46,19,6.18,False
Bernardo Martins,1,Francisto Chagas,4.47,9.6,26,0,True
Alice Alves,2,Pedro I,9.32,6.91,27,0,True
Gael Gomes,1,Francisto Chagas,4.57,3.16,1,4.26,False
Alice Silva,3,Carlos Santos,7.56,4.1,8,8.13,False
Alice Soares,1,Gabriel Gomes,0.58,5.47,26,4.86,True
Miguel Ribeiro,2,Francisto Chagas,2.03,8.98,1,4.72,True
Valentina Oliveira,1,Francisto Chagas,1.62,1.47,8,7.77,True
Arthur Ferreira,3,Francisto Chagas,3.25,1.19,6,3.57,False
Theo Souza,2,Gabriel Gomes,0.54,7.26,16,0.14,False
Gael Santos,2,Pedro I,7.87,4.02,25,3.27,False
Gael Maia,3,Pedro I,3.66,4.04,19,8.33,False
Gael Ribeiro,1,Carlos Santos,2.99,3.06,1,4.05,True
Davi Maia,1,Antonio Prado,7.69,4.91,10,9.02,False
Alice Gomes,2,Antonio Prado,8.3,7.55,8,0,True
Gabriel Ferreira,1,Carlos Santos,3.25,9.48,15,2.42,True
Davi Alves,1,Carlos Santos,3.08,7.87,26,6.58,False
Laura Gomes,1,Pedro I,0.67,3.82,7,4.92,False
Samuel Souza,3,Antonio Prado,9.3,2.83,23,4.64,False
Heitor Ferreira,2,Gabriel Gomes,9.29,2.0,27,7.21,False
Sophia Rodrigues,2,Pedro II,0.48,4.76,24,7.44,True
Valentina Rodrigues,3,Pedro II,0.14,4.33,0,1.49,False
Alice Alves,2,Antonio Prado,9.02,2.39,4,0.33,True
Davi Soares,2,Carlos Santos,1.29,8.63,29,2.82,False
Theo Maia,2,Gabriel Gomes,1.31,9.55,22,0.53,True
Arthur Alves,2,Pedro I,4.06,4.43,24,7.89,False
Valentina Oliveira,1,Gabriel Gomes,0.98,4.2,28,5.18,True
Maria Santos,1,Pedro I,6.27,7.11,1,5.91,True
Alice Alves,1,Antonio Prado,9.57,7.38,18,0,False
Arthur Gomes,2,Antonio Prado,0.87,9.72,28,8.44,True
Davi Gomes,2,Antonio Prado,6.07,1.32,5,5.74,False
Arthur Oliveira,3,Carlos Santos,6.82,9.29,7,0,False
Alice Rodrigues,2,Antonio Prado,1.68,3.33,10,7.48,False
Miguel Alves,3,Pedro I,2.36,5.87,2,2.32,False
Davi Alves,1,Francisto Chagas,6.05,7.59,5,9.86,False
Gabriel Silva,1,Pedro II,6.75,8.51,20,0,False
Samuel Ferreira,2,Pedro II,2.08,5.03,15,3.17,True
Theo Maia,3,Pedro II,3.39,8.68,2,2.06,False
Sophia Souza,1,Francisto Chagas,1.28,0.84,9,7.06,True
Helena Souza,3,Francisto Chagas,6.76,8.98,12,0,True
Arthur Alves,2,Gabriel Gomes,7.19,2.44,1,4.03,True
Theo Souza,2,Pedro I,1.33,6.57,25,1.77,True
Sophia Rodrigues,3,Carlos Santos,3.17,9.26,9,0.79,False
Laura Silva,3,Pedro II,2.34,9.65,19,0.31,True
Arthur Alves,3,Pedro II,2.32,1.36,24,9.26,False
Valentina Ferreira,3,Gabriel Gomes,1.12,5.17,12,3.89,True
Gael Oliveira,2,Antonio Prado,7.35,3.17,30,7.4,False
Gael Ribeiro,2,Carlos Santos,7.56,7.53,23,0,False
Gabriel Souza,2,Gabriel Gomes,3.1,0.52,23,4.45,True
Gabriel Alves,1,Gabriel Gomes,4.96,2.5,24,1.78,True
Sophia Oliveira,3,Francisto Chagas,8.11,4.96,18,5.1,False
Samuel Ribeiro,1,Carlos Santos,5.38,7.33,13,9.43,False
Alice Martins,2,Pedro II,0.19,0.62,2,8.98,False
Gabriel Ferreira,3,Antonio Prado,6.47,4.71,20,6.5,False
Davi Souza,1,Carlos Santos,5.11,1.25,0,8.67,True
Davi Rodrigues,2,Antonio Prado,3.78,4.41,2,4.22,False
Bernardo Silva,2,Gabriel Gomes,4.4,6.0,10,2.71,False
Heitor Rodrigues,1,Antonio Prado,3.62,7.18,25,4.27,False
Helena Alves,2,Pedro I,2.49,3.24,15,9.36,False
Valentina Alves,1,Gabriel Gomes,0.32,3.92,20,4.25,False
Gabriel Alves,2,Francisto Chagas,5.83,4.29,27,2.43,True
Helena Souza,1,Antonio Prado,6.07,2.22,0,4.48,True
Gabriel Gomes,2,Francisto Chagas,8.97,7.66,30,0,True
Sophia Silva,2,Gabriel Gomes,8.68,1.93,14,1.94,True
Davi Gomes,3,Francisto Chagas,4.78,7.47,0,5.11,True
Gael Alves,3,Francisto Chagas,3.18,9.73,1,4.07,True
Bernardo Souza,3,Carlos Santos,5.85,6.19,16,1.41,True
Bernardo Souza,2,Pedro II,2.81,2.51,6,8.4,False
Valentina Alves,2,Pedro II,7.1,6.84,18,7.81,False
Miguel Alves,3,Antonio Prado,2.45,0.0,11,2.71,True
Valentina Ferreira,1,Francisto Chagas,5.96,4.04,24,6.49,False
Theo Maia,1,Pedro I,6.86,7.1,10,1.04,True
Maria Ferreira,3,Antonio Prado,9.43,1.04,3,6.04,True
Valentina Gomes,3,Francisto Chagas,4.75,1.14,19,1.88,True
Theo Souza,2,Pedro I,4.81,5.12,19,3.63,False
Miguel Santos,2,Pedro II,3.93,9.13,1,2.02,False
Laura Santos,1,Pedro II,3.64,9.58,4,4.17,True
Maria Alves,3,Francisto Chagas,9.23,8.76,12,0,True
Heitor Santos,3,Antonio Prado,2.82,6.4,9,8.49,False
Miguel Ferreira,1,Pedro II,2.33,6.67,3,0.9,False
Gabriel Santos,2,Pedro I,1.21,6.62,18,5.06,True
Sophia Alves,2,Francisto Chagas,1.29,2.62,28,3.17,True
Gael Ferreira,3,Carlos Santos,0.49,6.12,23,2.46,False
Laura Alves,3,Francisto Chagas,3.25,5.62,22,4.62,True
Laura Soares,3,Pedro II,6.45,7.75,27,0,True
Bernardo Oliveira,3,Francisto Chagas,1.62,4.13,15,6.5,True
Theo Alves,1,Gabriel Gomes,2.82,3.41,0,3.65,False
Sophia Rodrigues,3,Gabriel Gomes,8.43,9.52,2,0,True
Heitor Maia,2,Gabriel Gomes,5.5,3.59,8,6.65,False
Laura Alves,3,Carlos Santos,0.31,6.15,7,9.88,False
Bernardo Alves,1,Carlos Santos,2.31,4.72,12,9.38,False
Helena Alves,2,Pedro II,3.01,3.12,27,9.39,True
Samuel Silva,2,Antonio Prado,5.18,5.79,13,0.28,False
Maria Pereira,3,Pedro II,7.35,3.88,30,2.16,False
Gabriel Souza,1,Pedro I,0.09,9.64,1,4.46,True
Heloisa Soares,3,Pedro I,1.0,3.22,25,3.44,True
Arthur Ferreira,1,Francisto Chagas,2.55,7.58,0,2.79,True
Gabriel Oliveira,1,Carlos Santos,5.96,4.23,26,8.39,True
Laura Ribeiro,3,Carlos Santos,6.22,1.42,1,2.65,True
Gael Ferreira,1,Pedro I,3.2,8.74,11,3.71,False
Bernardo Souza,3,Pedro I,5.05,3.94,0,8.44,False
Miguel Martins,3,Carlos Santos,8.53,4.58,15,9.33,True
Sophia Alves,2,Antonio Prado,6.81,7.63,27,0,False
Gael Rodrigues,2,Francisto Chagas,6.9,5.07,28,8.17,True
Gabriel Alves,3,Carlos Santos,1.15,4.18,1,2.13,True
Davi Rodrigues,1,Carlos Santos,1.81,2.44,2,6.11,True
Maria Ribeiro,3,Gabriel Gomes,6.04,6.05,16,2.2,True
Bernardo Soares,2,Francisto Chagas,4.68,7.76,8,3.35,False
Heitor Maia,2,Francisto Chagas,3.17,7.18,23,9.17,False
Heloisa Martins,1,Carlos Santos,9.83,8.7,20,0,False
Theo Pereira,1,Gabriel Gomes,5.34,9.47,25,0,False
Bernardo Santos,3,Pedro I,2.15,8.96,17,5.84,True
Laura Ribeiro,3,Francisto Chagas,7.98,9.54,1,0,False
Valentina Alves,1,Carlos Santos,1.96,4.23,11,6.43,True
Heitor Rodrigues,2,Gabriel Gomes,0.5,9.66,9,7.25,True
Gael Martins,3,Antonio Prado,5.18,2.87,3,7.87,True
Laura Ferreira,3,Antonio Prado,8.6,8.55,6,0,True
